Sample.Name,Mineralogy,Material,N,D47,D47error,Temperature,TempError,Temperature_original,TempError_original
Coldseepcc,C,1,1,0.7582,NA,12.56145338,0.008899364,9,0.1
Coldseepcc,C,1,1,0.7259,NA,12.56145338,0.008899364,9,0.1
Ostricheggshell,C,1,1,0.6472,NA,10.32905023,0.039720714,38,0.6
Coldseepcc,C,1,1,0.7605,NA,12.56145338,0.008899364,9,0.1
Coldseepcc,C,1,1,0.7399,NA,12.56145338,0.008899364,9,0.1
CIS006-Epacifica,A,1,1,0.7157,0.0111,12.8328978,0.091450967,6,1
CIS006-Epacifica,A,1,1,0.6792,0.0116,12.8328978,0.091450967,6,1
CIS020-Pp,A,1,1,0.6659,0.0182,11.24942624,0.223012995,25,3
CIS006-Epacifica,A,1,1,0.7069,0.0173,12.8328978,0.091450967,6,1
CIS020-Pp,A,1,1,0.6809,0.0189,11.24942624,0.223012995,25,3
CIS004-PDalli,C,1,1,0.7181,0.0209,12.74144683,0.090476879,7,1
CIS004-PDalli,C,1,1,0.7255,0.0186,12.74144683,0.090476879,7,1
CIS020-Pp,A,1,1,0.6774,0.0171,11.24942624,0.223012995,25,3
CIS020-Pp,A,1,1,0.6678,0.0192,11.24942624,0.223012995,25,3
CIS020-Pp,A,1,1,0.6668,0.0182,11.24942624,0.223012995,25,3
CIS006-Epacifica,A,1,1,0.694,0.0194,12.8328978,0.091450967,6,1
CIS004-PDalli,C,1,1,0.7309,0.0193,12.74144683,0.090476879,7,1
CIS022-Calbidus,A,1,1,0.7184,0.021,11.73229679,0.429860872,18.8,5.5
CIS006-Epacifica,A,1,1,0.7488,0.0163,12.8328978,0.091450967,6,1
CIS006-Epacifica,A,1,1,0.7672,0.0206,12.8328978,0.091450967,6,1
CIS004-PDalli,C,1,1,0.745,0.0193,12.74144683,0.090476879,7,1
CIS020-Pp,A,1,1,0.6539,0.014,11.24942624,0.223012995,25,3
CIS004-PDalli,C,1,1,0.7306,0.0154,12.74144683,0.090476879,7,1
CIS023-Pcanal,C,1,1,0.7077,0.0172,12.08568424,0.248201862,14.5,3
CIS022-Calbidus,A,1,1,0.6957,0.0163,11.73229679,0.429860872,18.8,5.5
CIS025-Marenaria,A,1,1,0.7091,0.0152,12.3852472,0.232057091,11,2.7
CIS023-Pcanal,C,1,1,0.7071,0.0193,12.08568424,0.248201862,14.5,3
CIS006-Epacifica,A,1,1,0.7402,0.0176,11.73229679,0.429860872,18.8,5.5
CIS020-Pp,A,1,1,0.6816,0.0204,11.24942624,0.223012995,25,3
CIS025-Marenaria,A,1,1,0.7323,0.0177,12.3852472,0.232057091,11,2.7
Ehux15,C,1,1,0.7252,NA,12.04377829,0.016701372,15,0.2
Ehux25,C,1,1,0.7069,NA,11.24942624,0.015077132,25,0.2
Ehux20,C,1,1,0.707,NA,11.63644183,0.015861565,20,0.2
Ehux7,C,1,1,0.7463,NA,12.74144683,0.018172858,7,0.2
Ehux25,C,1,1,0.7039,NA,11.24942624,0.015077132,25,0.2
Ehux15,C,1,1,0.7159,NA,12.04377829,0.016701372,15,0.2
Ehux20,C,1,1,0.7147,NA,11.63644183,0.015861565,20,0.2
Cpel20,C,1,1,0.719,NA,11.63644183,0.015861565,20,0.2
Ehux20,C,1,1,0.7148,NA,11.63644183,0.015861565,20,0.2
Cpel10,C,1,1,0.7609,NA,12.47288356,0.017601527,10,0.2
Ehux7,C,1,1,0.7532,NA,12.74144683,0.018172858,7,0.2
Clept20,C,1,1,0.704,NA,11.63644183,0.015861565,20,0.2
Ehux10,C,1,1,0.7238,NA,12.47288356,0.017601527,10,0.2
Cpel15,C,1,1,0.7373,NA,12.04377829,0.016701372,15,0.2
Clept15,C,1,1,0.75,NA,12.04377829,0.016701372,15,0.2
Ehux25,C,1,1,0.6911,NA,11.24942624,0.015077132,25,0.2
Cpel20,C,1,1,0.7212,NA,11.63644183,0.015861565,20,0.2
Ehux15,C,1,1,0.7239,NA,12.04377829,0.016701372,15,0.2
Cpel10,C,1,1,0.7543,NA,12.47288356,0.017601527,10,0.2
Ehux20,C,1,1,0.6983,NA,11.63644183,0.015861565,20,0.2
Clept20,C,1,1,0.7266,NA,11.63644183,0.015861565,20,0.2
Cpel10,C,1,1,0.739,NA,12.47288356,0.017601527,10,0.2
Clept15,C,1,1,0.7194,NA,12.04377829,0.016701372,15,0.2
Ehux20,C,1,1,0.7202,NA,11.63644183,0.015861565,20,0.2
Cpel15,C,1,1,0.7286,NA,12.04377829,0.016701372,15,0.2
Clept20,C,1,1,0.7192,NA,11.63644183,0.015861565,20,0.2
Ehux10,C,1,1,0.7435,NA,12.47288356,0.017601527,10,0.2
Cpel20,C,1,1,0.7309,NA,11.63644183,0.015861565,20,0.2
Clept20,C,1,1,0.7229,NA,11.63644183,0.015861565,20,0.2
Cpel15,C,1,1,0.7533,NA,12.04377829,0.016701372,15,0.2
Clept10,C,1,1,0.7461,NA,12.47288356,0.017601527,10,0.2
Clept15,C,1,1,0.7346,NA,12.04377829,0.016701372,15,0.2
Ehux10,C,1,1,0.7588,NA,12.47288356,0.017601527,10,0.2
Clept20,C,1,1,0.7214,NA,11.63644183,0.015861565,20,0.2
Cpel15,C,1,1,0.7423,NA,12.04377829,0.016701372,15,0.2
Clept10,C,1,1,0.7527,NA,12.47288356,0.017601527,10,0.2
Clept10,C,1,1,0.7382,NA,12.47288356,0.017601527,10,0.2
Cpel15,C,1,1,0.7199,NA,12.04377829,0.016701372,15,0.2
Cpel10,C,1,1,0.7435,NA,12.47288356,0.017601527,10,0.2
T86-08B,C,1,1,0.7223,NA,12.04377829,0.407336458,15,5
T86-08B,C,1,1,0.6939,NA,12.04377829,0.407336458,15,5
T86-08B,C,1,1,0.7083,NA,12.04377829,0.407336458,15,5
T86-08B,C,1,1,0.6552,NA,12.04377829,0.407336458,15,5
T86-08B,C,1,1,0.7105,NA,12.04377829,0.407336458,15,5
T86-08B,C,1,1,0.7407,NA,12.04377829,0.407336458,15,5
T86-08B,C,1,1,0.7132,NA,12.04377829,0.407336458,15,5
T86-08B,C,1,1,0.7397,NA,12.04377829,0.407336458,15,5
T86-08B,C,1,1,0.7143,NA,12.04377829,0.407336458,15,5
T86-08B,C,1,1,0.7437,NA,12.04377829,0.407336458,15,5
GCP-1,C,1,1,0.708,NA,11.28725213,0.075461945,24.5,1
GCP-1,C,1,1,0.676,NA,11.28725213,0.075461945,24.5,1
GCP-1,C,1,1,0.7073,NA,11.28725213,0.075461945,24.5,1
GCP-1,C,1,1,0.6656,NA,11.28725213,0.075461945,24.5,1
GCP-1,C,1,1,0.666,NA,11.28725213,0.075461945,24.5,1
GCP-1,C,1,1,0.6644,NA,11.28725213,0.075461945,24.5,1
GCP-1,C,1,1,0.7146,NA,11.28725213,0.075461945,24.5,1
WIND_10B,C,1,1,0.6868,NA,11.40188158,0.375468329,23,5
WIND_10B,C,1,1,0.6969,NA,11.40188158,0.375468329,23,5
WIND_10B,C,1,1,0.6747,NA,11.40188158,0.375468329,23,5
WIND_10B,C,1,1,0.7241,NA,11.40188158,0.375468329,23,5
WIND_10B,C,1,1,0.6999,NA,11.40188158,0.375468329,23,5
WIND_10B,C,1,1,0.6975,NA,11.40188158,0.375468329,23,5
WIND_10B,C,1,1,0.7388,NA,11.40188158,0.375468329,23,5
WIND_10B,C,1,1,0.6977,NA,11.40188158,0.375468329,23,5
WIND_10B,C,1,1,0.7,NA,11.40188158,0.375468329,23,5
MCP-1,C,1,1,0.693,NA,11.74838772,0.159433439,18.6,2
MCP-1,C,1,1,0.7201,NA,11.74838772,0.159433439,18.6,2
MCP-1,C,1,1,0.7028,NA,11.74838772,0.159433439,18.6,2
MCP-1,C,1,1,0.6879,NA,11.74838772,0.159433439,18.6,2
MCP-1,C,1,1,0.6475,NA,11.74838772,0.159433439,18.6,2
SHAK4-3MA,C,1,1,0.6731,NA,11.77258624,0.393769828,18.3,5
SHAK4-3MA,C,1,1,0.703,NA,11.77258624,0.393769828,18.3,5
SHAK4-3MA,C,1,1,0.7124,NA,11.77258624,0.393769828,18.3,5
SHAK4-3MA,C,1,1,0.6809,NA,11.77258624,0.393769828,18.3,5
SHAK4-3MA,C,1,1,0.6495,NA,11.77258624,0.393769828,18.3,5
SHAK4-3MA,C,1,1,0.6547,NA,11.77258624,0.393769828,18.3,5
SHAK4-3MA,C,1,1,0.6931,NA,11.77258624,0.393769828,18.3,5
T90-04B,C,1,1,0.6937,NA,12.29853123,0.420215896,12,5
T90-04B,C,1,1,0.7125,NA,12.29853123,0.420215896,12,5
T90-04B,C,1,1,0.7323,NA,12.29853123,0.420215896,12,5
T90-04B,C,1,1,0.7086,NA,12.29853123,0.420215896,12,5
T90-04B,C,1,1,0.7191,NA,12.29853123,0.420215896,12,5
T90-04B,C,1,1,0.7606,NA,12.29853123,0.420215896,12,5
T90-04B,C,1,1,0.7168,NA,12.29853123,0.420215896,12,5
SHAK7-6ME,C,1,1,0.6862,NA,11.91935993,0.401093786,16.5,5
SHAK7-6ME,C,1,1,0.6882,NA,11.91935993,0.401093786,16.5,5
SHAK7-6ME,C,1,1,0.6651,NA,11.91935993,0.401093786,16.5,5
SHAK7-6ME,C,1,1,0.7255,NA,11.91935993,0.401093786,16.5,5
SHAK7-6ME,C,1,1,0.6921,NA,11.91935993,0.401093786,16.5,5
SHAK7-6ME,C,1,1,0.6824,NA,11.91935993,0.401093786,16.5,5
SHAK7-6ME,C,1,1,0.6796,NA,11.91935993,0.401093786,16.5,5
T86-10B,C,1,1,0.6583,NA,11.77258624,0.393769828,18.3,5
T86-10B,C,1,1,0.702,NA,11.77258624,0.393769828,18.3,5
T86-10B,C,1,1,0.666,NA,11.77258624,0.393769828,18.3,5
T86-10B,C,1,1,0.7227,NA,11.77258624,0.393769828,18.3,5
T86-10B,C,1,1,0.7198,NA,11.77258624,0.393769828,18.3,5
T86-10B,C,1,1,0.6074,NA,11.77258624,0.393769828,18.3,5
T86-10B,C,1,1,0.6986,NA,11.77258624,0.393769828,18.3,5
T86-10B,C,1,1,0.5689,NA,11.77258624,0.393769828,18.3,5
T86-10B,C,1,1,0.7342,NA,11.77258624,0.393769828,18.3,5
T86-10B,C,1,1,0.6881,NA,11.77258624,0.393769828,18.3,5
T86-10B,C,1,1,0.6741,NA,11.77258624,0.393769828,18.3,5
T90-08B,C,1,1,0.6641,NA,12.3852472,0.424629568,11,5
T90-08B,C,1,1,0.6847,NA,12.3852472,0.424629568,11,5
T90-08B,C,1,1,0.7089,NA,12.3852472,0.424629568,11,5
T90-08B,C,1,1,0.7319,NA,12.3852472,0.424629568,11,5
T90-08B,C,1,1,0.7246,NA,12.3852472,0.424629568,11,5
T90-08B,C,1,1,0.6885,NA,12.3852472,0.424629568,11,5
T90-08B,C,1,1,0.6613,NA,12.3852472,0.424629568,11,5
BSP-1,C,1,1,0.7448,NA,12.57036221,0.044449619,8.9,0.5
BSP-1,C,1,1,0.7067,NA,12.57036221,0.044449619,8.9,0.5
BSP-1,C,1,1,0.7449,NA,12.57036221,0.044449619,8.9,0.5
BSP-1,C,1,1,0.6557,NA,12.57036221,0.044449619,8.9,0.5
BSP-1,C,1,1,0.6998,NA,12.57036221,0.044449619,8.9,0.5
T90-03B,C,1,1,0.7119,NA,12.35913636,0.423299003,11.3,5
T90-03B,C,1,1,0.7296,NA,12.35913636,0.423299003,11.3,5
T90-03B,C,1,1,0.7603,NA,12.35913636,0.423299003,11.3,5
T90-03B,C,1,1,0.7387,NA,12.35913636,0.423299003,11.3,5
T90-03B,C,1,1,0.7336,NA,12.35913636,0.423299003,11.3,5
T90-03B,C,1,1,0.7142,NA,12.35913636,0.423299003,11.3,5
T90-03B,C,1,1,0.5878,NA,12.35913636,0.423299003,11.3,5
T90-03B,C,1,1,0.719,NA,12.35913636,0.423299003,11.3,5
MCP-1,C,1,1,0.7193,NA,11.74838772,0.159433439,18.6,2
MCP-1,C,1,1,0.6781,NA,11.74838772,0.159433439,18.6,2
MCP-1,C,1,1,0.6636,NA,11.74838772,0.159433439,18.6,2
MCP-1,C,1,1,0.6529,NA,11.74838772,0.159433439,18.6,2
T88-07B,C,1,1,0.6757,NA,12.29853123,0.420215896,12,5
T88-07B,C,1,1,0.6993,NA,12.29853123,0.420215896,12,5
T88-07B,C,1,1,0.7043,NA,12.29853123,0.420215896,12,5
T88-07B,C,1,1,0.6779,NA,12.29853123,0.420215896,12,5
T88-07B,C,1,1,0.6993,NA,12.29853123,0.420215896,12,5
T88-07B,C,1,1,0.7049,NA,12.29853123,0.420215896,12,5
T88-07B,C,1,1,0.6638,NA,12.29853123,0.420215896,12,5
T88-07B,C,1,1,0.6808,NA,12.29853123,0.420215896,12,5
DSP-1,C,1,1,0.7091,NA,13.09426308,0.075484696,3.2,0.8
DSP-1,C,1,1,0.7495,NA,13.09426308,0.075484696,3.2,0.8
DSP-1,C,1,1,0.736,NA,13.09426308,0.075484696,3.2,0.8
BSP-1,C,1,1,0.6924,NA,12.57036221,0.044449619,8.9,0.5
BSP-1,C,1,1,0.7155,NA,12.57036221,0.044449619,8.9,0.5
BSP-1,C,1,1,0.7291,NA,12.57036221,0.044449619,8.9,0.5
BSP-1,C,1,1,0.7024,NA,12.57036221,0.044449619,8.9,0.5
BSP-1,C,1,1,0.7436,NA,12.57036221,0.044449619,8.9,0.5
BSP-1,C,1,1,0.6928,NA,12.57036221,0.044449619,8.9,0.5
BSP-1,C,1,1,0.6756,NA,12.57036221,0.044449619,8.9,0.5
MCP-1,C,1,1,0.6628,NA,11.74838772,0.159433439,18.6,2
MCP-1,C,1,1,0.6266,NA,11.74838772,0.159433439,18.6,2
MCP-1,C,1,1,0.6876,NA,11.74838772,0.159433439,18.6,2
MCP-1,C,1,1,0.689,NA,11.74838772,0.159433439,18.6,2
MCP-1,C,1,1,0.7489,NA,11.74838772,0.159433439,18.6,2
MCP-1,C,1,1,0.6656,NA,11.74838772,0.159433439,18.6,2
OWB-1,C,1,1,0.7354,NA,12.55255401,0.088475876,9.1,1
OWB-1,C,1,1,0.7606,NA,12.55255401,0.088475876,9.1,1
OWB-1,C,1,1,0.7299,NA,12.55255401,0.088475876,9.1,1
OWB-1,C,1,1,0.7719,NA,12.55255401,0.088475876,9.1,1
OWB-1,C,1,1,0.7681,NA,12.55255401,0.088475876,9.1,1
DSP-1,C,1,1,0.7387,NA,13.09426308,0.075484696,3.2,0.8
DSP-1,C,1,1,0.7447,NA,13.09426308,0.075484696,3.2,0.8
DSP-1,C,1,1,0.7598,NA,13.09426308,0.075484696,3.2,0.8
MCP-1,C,1,1,0.7309,NA,11.74838772,0.159433439,18.6,2
MCP-1,C,1,1,0.637,NA,11.74838772,0.159433439,18.6,2
MCP-1,C,1,1,0.7113,NA,11.74838772,0.159433439,18.6,2
MCP-1,C,1,1,0.629,NA,11.74838772,0.159433439,18.6,2
MCP-1,C,1,1,0.7043,NA,11.74838772,0.159433439,18.6,2
MCP-1,C,1,1,0.6974,NA,11.74838772,0.159433439,18.6,2
MCP-1,C,1,1,0.6902,NA,11.74838772,0.159433439,18.6,2
BOFS30K,C,1,1,0.7284,NA,11.93583735,0.401918738,16.3,5
BOFS30K,C,1,1,0.6391,NA,11.93583735,0.401918738,16.3,5
BOFS30K,C,1,1,0.6545,NA,11.93583735,0.401918738,16.3,5
BOFS30K,C,1,1,0.6553,NA,11.93583735,0.401918738,16.3,5
BOFS30K,C,1,1,0.7018,NA,11.93583735,0.401918738,16.3,5
BOFS30K,C,1,1,0.7004,NA,11.93583735,0.401918738,16.3,5
BOFS30K,C,1,1,0.6642,NA,11.63644183,0.387015589,20,5
BOFS30K,C,1,1,0.6425,NA,11.63644183,0.387015589,20,5
BOFS30K,C,1,1,0.6902,NA,11.63644183,0.387015589,20,5
BOFS30K,C,1,1,0.6356,NA,11.63644183,0.387015589,20,5
BOFS30K,C,1,1,0.6914,NA,11.93583735,0.401918738,16.3,5
BOFS30K,C,1,1,0.7261,NA,11.93583735,0.401918738,16.3,5
BOFS30K,C,1,1,0.7616,NA,11.93583735,0.401918738,16.3,5
BOFS30K,C,1,1,0.6765,NA,11.93583735,0.401918738,16.3,5
BOFS30K,C,1,1,0.7558,NA,11.93583735,0.401918738,16.3,5
BOFS30K,C,1,1,0.6936,NA,11.63644183,0.387015589,20,5
BOFS30K,C,1,1,0.7242,NA,11.63644183,0.387015589,20,5
BOFS30K,C,1,1,0.7222,NA,11.63644183,0.387015589,20,5
DSP-1,C,1,1,0.8095,NA,13.09426308,0.075484696,3.2,0.8
DSP-1,C,1,1,0.7939,NA,13.09426308,0.075484696,3.2,0.8
DSP-1,C,1,1,0.7834,NA,13.09426308,0.075484696,3.2,0.8
DSP-1,C,1,1,0.7746,NA,13.09426308,0.075484696,3.2,0.8
BSP-1,C,1,1,0.7676,NA,12.57036221,0.044449619,8.9,0.5
BSP-1,C,1,1,0.7304,NA,12.57036221,0.044449619,8.9,0.5
BSP-1,C,1,1,0.702,NA,12.57036221,0.044449619,8.9,0.5
BSP-1,C,1,1,0.7096,NA,12.57036221,0.044449619,8.9,0.5
BOFS30K,C,1,1,0.7116,NA,11.93583735,0.401918738,16.3,5
BOFS30K,C,1,1,0.6804,NA,11.93583735,0.401918738,16.3,5
BOFS30K,C,1,1,0.7369,NA,11.93583735,0.401918738,16.3,5
BOFS30K,C,1,1,0.7367,NA,11.93583735,0.401918738,16.3,5
BOFS30K,C,1,1,0.6902,NA,11.93583735,0.401918738,16.3,5
BOFS30K,C,1,1,0.6394,NA,11.93583735,0.401918738,16.3,5
BOFS30K,C,1,1,0.6563,NA,11.93583735,0.401918738,16.3,5
OWB-1,C,1,1,0.6995,NA,12.55255401,0.088475876,9.1,1
OWB-1,C,1,1,0.6999,NA,12.55255401,0.088475876,9.1,1
OWB-1,C,1,1,0.7095,NA,12.55255401,0.088475876,9.1,1
OWB-1,C,1,1,0.712,NA,12.55255401,0.088475876,9.1,1
MD77191,C,1,1,0.6866,NA,11.87831533,0.39904126,17,5
MD77191,C,1,1,0.712,NA,11.87831533,0.39904126,17,5
MD77191,C,1,1,0.6464,NA,11.87831533,0.39904126,17,5
MD77191,C,1,1,0.7191,NA,11.87831533,0.39904126,17,5
MD77191,C,1,1,0.6865,NA,11.87831533,0.39904126,17,5
IODP1436,C,1,1,0.7063,NA,11.74838772,0.392566546,18.6,5
IODP1436,C,1,1,0.6597,NA,11.74838772,0.392566546,18.6,5
IODP1436,C,1,1,0.7072,NA,11.74838772,0.392566546,18.6,5
IODP1436,C,1,1,0.6807,NA,11.74838772,0.392566546,18.6,5
IODP1436,C,1,1,0.6526,NA,11.74838772,0.392566546,18.6,5
BSP-1,C,1,1,0.7192,NA,12.57036221,0.044449619,8.9,0.5
BSP-1,C,1,1,0.6779,NA,12.57036221,0.044449619,8.9,0.5
BSP-1,C,1,1,0.7371,NA,12.57036221,0.044449619,8.9,0.5
BSP-1,C,1,1,0.691,NA,12.57036221,0.044449619,8.9,0.5
BSP-1,C,1,1,0.6817,NA,12.57036221,0.044449619,8.9,0.5
T90-01B,C,1,1,0.7097,NA,12.32445015,0.421533549,11.7,5
T90-01B,C,1,1,0.7035,NA,12.32445015,0.421533549,11.7,5
T90-01B,C,1,1,0.688,NA,12.32445015,0.421533549,11.7,5
T90-01B,C,1,1,0.6475,NA,12.32445015,0.421533549,11.7,5
T90-01B,C,1,1,0.7119,NA,12.32445015,0.421533549,11.7,5
T88-07B,C,1,1,0.7266,NA,12.29853123,0.420215896,12,5
T88-07B,C,1,1,0.6979,NA,12.29853123,0.420215896,12,5
T88-07B,C,1,1,0.7153,NA,12.29853123,0.420215896,12,5
T88-07B,C,1,1,0.6896,NA,12.29853123,0.420215896,12,5
T88-07B,C,1,1,0.6955,NA,12.29853123,0.420215896,12,5
MD77191,C,1,1,0.6945,NA,11.87831533,0.39904126,17,5
MD77191,C,1,1,0.7221,NA,11.87831533,0.39904126,17,5
MD77191,C,1,1,0.7027,NA,11.87831533,0.39904126,17,5
MD77191,C,1,1,0.699,NA,11.87831533,0.39904126,17,5
IODP1436,C,1,1,0.6935,NA,11.74838772,0.392566546,18.6,5
IODP1436,C,1,1,0.7407,NA,11.74838772,0.392566546,18.6,5
IODP1436,C,1,1,0.7121,NA,11.74838772,0.392566546,18.6,5
IODP1436,C,1,1,0.6559,NA,11.74838772,0.392566546,18.6,5
IODP1436,C,1,1,0.6763,NA,11.74838772,0.392566546,18.6,5
GCP-1,C,1,1,0.6618,NA,11.28725213,0.075461945,24.5,1
GCP-1,C,1,1,0.6007,NA,11.28725213,0.075461945,24.5,1
GCP-1,C,1,1,0.6477,NA,11.28725213,0.075461945,24.5,1
GCP-1,C,1,1,0.6348,NA,11.28725213,0.075461945,24.5,1
GCP-1,C,1,1,0.7131,NA,11.28725213,0.075461945,24.5,1
MD012414,C,1,1,0.687,NA,13.16085203,0.464764532,2.5,5
MD012414,C,1,1,0.7199,NA,13.16085203,0.464764532,2.5,5
GCP-1,C,1,1,0.6469,NA,11.28725213,0.075461945,24.5,1
GCP-1,C,1,1,0.5948,NA,11.28725213,0.075461945,24.5,1
GCP-1,C,1,1,0.6973,NA,11.28725213,0.075461945,24.5,1
GCP-1,C,1,1,0.6667,NA,11.28725213,0.075461945,24.5,1
GCP-1,C,1,1,0.631,NA,11.28725213,0.075461945,24.5,1
LOMROG_2009_PC-09,C,1,1,0.7178,NA,13.52140663,0.483818388,-1.2,5
LOMROG_2009_PC-09,C,1,1,0.7511,NA,13.52140663,0.483818388,-1.2,5
LOMROG_2009_PC-09,C,1,1,0.7655,NA,13.52140663,0.483818388,-1.2,5
LOMROG_2009_PC-09,C,1,1,0.7327,NA,13.52140663,0.483818388,-1.2,5
LOMROG_2009_PC-09,C,1,1,0.7098,NA,13.52140663,0.483818388,-1.2,5
LOMROG_2009_PC-09,C,1,1,0.7274,NA,13.52140663,0.483818388,-1.2,5
LOMROG_2009_PC-09,C,1,1,0.7606,NA,13.52140663,0.483818388,-1.2,5
T90-01B,C,1,1,0.6757,NA,12.32445015,0.421533549,11.7,5
T90-01B,C,1,1,0.7165,NA,12.32445015,0.421533549,11.7,5
T90-01B,C,1,1,0.7,NA,12.32445015,0.421533549,11.7,5
T90-01B,C,1,1,0.7084,NA,12.32445015,0.421533549,11.7,5
LOMROG_2009_PC-09,C,1,1,0.8008,NA,13.52140663,0.483818388,-1.2,5
LOMROG_2009_PC-09,C,1,1,0.7595,NA,13.52140663,0.483818388,-1.2,5
LOMROG_2009_PC-09,C,1,1,0.7432,NA,13.52140663,0.483818388,-1.2,5
LOMROG_2009_PC-09,C,1,1,0.7643,NA,13.52140663,0.483818388,-1.2,5
LOMROG_2009_PC-09,C,1,1,0.7887,NA,13.52140663,0.483818388,-1.2,5
T88-07B,C,1,1,0.6935,NA,12.29853123,0.420215896,12,5
T88-07B,C,1,1,0.7058,NA,12.29853123,0.420215896,12,5
T88-07B,C,1,1,0.7222,NA,12.29853123,0.420215896,12,5
T88-07B,C,1,1,0.6926,NA,12.29853123,0.420215896,12,5
OWB-1,C,1,1,0.6903,NA,12.55255401,0.088475876,9.1,1
OWB-1,C,1,1,0.6892,NA,12.55255401,0.088475876,9.1,1
OWB-1,C,1,1,0.6677,NA,12.55255401,0.088475876,9.1,1
OWB-1,C,1,1,0.6691,NA,12.55255401,0.088475876,9.1,1
OWB-1,C,1,1,0.7377,NA,12.55255401,0.088475876,9.1,1
MD012414,C,1,1,0.7504,NA,13.16085203,0.464764532,2.5,5
MD012414,C,1,1,0.7804,NA,13.16085203,0.464764532,2.5,5
MD012414,C,1,1,0.7413,NA,13.16085203,0.464764532,2.5,5
MD012414,C,1,1,0.7618,NA,13.16085203,0.464764532,2.5,5
MD012414,C,1,1,0.7312,NA,13.16085203,0.464764532,2.5,5
GCP-1,C,1,1,0.64,NA,11.28725213,0.075461945,24.5,1
GCP-1,C,1,1,0.6101,NA,11.28725213,0.075461945,24.5,1
GCP-1,C,1,1,0.6029,NA,11.28725213,0.075461945,24.5,1
GCP-1,C,1,1,0.6173,NA,11.28725213,0.075461945,24.5,1
NAICA1,A,1,1,0.6323,NA,9.75647616,0.090785575,47,1.5
NAICA1,A,1,1,0.5416,NA,9.75647616,0.090785575,47,1.5
NAICA1,A,1,1,0.57,NA,9.75647616,0.090785575,47,1.5
NAICA1,A,1,1,0.5996,NA,9.75647616,0.090785575,47,1.5
NAICA1,A,1,1,0.5974,NA,9.75647616,0.090785575,47,1.5
NAICA1,A,1,1,0.6499,NA,9.75647616,0.090785575,47,1.5
NAICA1,A,1,1,0.669,NA,9.75647616,0.090785575,47,1.5
NAICA1,A,1,1,0.6014,NA,9.75647616,0.090785575,47,1.5
NAICA1,A,1,1,0.618,NA,9.75647616,0.090785575,47,1.5
NAICA1,A,1,1,0.6168,NA,9.75647616,0.090785575,47,1.5
NAICA1,A,1,1,0.6197,NA,9.75647616,0.090785575,47,1.5
NAICA1,A,1,1,0.6442,NA,9.75647616,0.090785575,47,1.5
NAICA1,A,1,1,0.6635,NA,9.75647616,0.090785575,47,1.5
NAICA1,A,1,1,0.6442,NA,9.75647616,0.090785575,47,1.5
DSP-1,C,1,1,0.7319,NA,13.09426308,0.075484696,3.2,0.8
OWB-1,C,1,1,0.7663,NA,12.55255401,0.088475876,9.1,1
OWB-1,C,1,1,0.7844,NA,12.55255401,0.088475876,9.1,1
OWB-1,C,1,1,0.7753,NA,12.55255401,0.088475876,9.1,1
OWB-1,C,1,1,0.7956,NA,12.55255401,0.088475876,9.1,1
OWB-1,C,1,1,0.7509,NA,12.55255401,0.088475876,9.1,1
OWB-1,C,1,1,0.7324,NA,12.55255401,0.088475876,9.1,1
OWB-1,C,1,1,0.702,NA,12.55255401,0.088475876,9.1,1
NAICA1,A,1,1,0.5729,NA,9.75647616,0.090785575,47,1.5
NAICA1,A,1,1,0.6251,NA,9.75647616,0.090785575,47,1.5
NAICA1,A,1,1,0.584,NA,9.75647616,0.090785575,47,1.5
