"","Publication","Code","AdditionalTaxonomicInfo","Genus","Species","CurrentGenus","CurrentSpecies","ForamEcogroup","EcoGroupPub","Sample.Name","Material","Lab","Forams","MarineMetazoa","Teeth","NaturalSynthetic","Mollusk","Lake","Corals","N","D47","D47error","Temperature_C","Temperature","TempError_C","TempError","d18O.water","d18O.water.SD","Acid.T","pH","Source","CDESorICDES","LARGEorSMALL","SyntheticVSForam","BenthicPlanktic"
"127","2020","Meinike","Foraminifera","Globorotalia","Globorotalia tumida","Globorotalia","tumida","3 Open ocean thermocline","Aze et al 2011","Globorotalia tumida WIND 33B","C","UnivBergen","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",20,0.622,0.005,14.376,12.09611076,0.02216,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"128","in prep","Tripati","Foraminifera","Globigerina","bulloides","Globigerina","bulloides","Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater","Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999","FC29_calcite","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",8,0.612,0.01,10.8168,12.40123294,0.02401,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"129","in prep","Tripati","Foraminifera","Globigerina","bulloides","Globigerina","bulloides","Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater","Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999","FC30_calcite","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.623,0.014,11.4322,12.34765638,0.02452,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"130","in prep","Tripati","Foraminifera","Globigerina","bulloides","Globigerina","bulloides","Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater","Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999","FC23_calcite","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.639,0.025,11.4342,12.34748283,0.02396,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"131","in prep","Tripati","Foraminifera","Globigerina","bulloides","Globigerina","bulloides","Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater","Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999","FC21_calcite","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",7,0.644,0.008,11.4786,12.34363089,0.02439,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"132","in prep","Tripati","Foraminifera","Globigerina","bulloides","Globigerina","bulloides","Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater","Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999","FC06","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",6,0.621,0.009,12.7848,12.23111277,0.02381,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"133","in prep","Tripati","Foraminifera","Globigerina","bulloides","Globigerina","bulloides","Top 30 to 50m. Isotopes of C&O known to be out of equilibrium w seawater","Curry and Matthews, 1981; Kahn and Williams, 1981; Deuser and Ross, 1989; Sautter and Thunell, 1991; Spero and Lea 1996; Niebler et al 1999","JL12","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.616,0.005,16.7396,11.89966485,0.0242,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"134","in prep","Tripati","Foraminifera","Globigerinoides","ruber","Globigerinoides","ruber","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","JL28","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.6,0.016,26.9348,11.10483229,0.01944,0.001,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"135","in prep","Tripati","Foraminifera","Globigerinoides","ruber","Globigerinoides","ruber","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","JL20","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.598,0.002,20.5835,11.5902563,0.01909,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"136","in prep","Tripati","Foraminifera","Globigerinoides","ruber","Globigerinoides","ruber","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","JL21","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.576,0.011,24.9123,11.25604714,0.01894,0.001,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"137","in prep","Tripati","Foraminifera","Globigerinoides","ruber","Globigerinoides","ruber","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","JL24","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.603,0.013,22.0925,11.47208224,0.01784,0.001,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"138","in prep","Tripati","Foraminifera","Globigerinoides","ruber","Globigerinoides","ruber","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","JL25","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.596,0.015,25.8778,11.18347751,0.01892,0.001,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"139","in prep","Tripati","Foraminifera","Globigerinoides","ruber","Globigerinoides","ruber","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","JL32","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.59,0.014,26.0675,11.16930165,0.01894,0.001,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"140","in prep","Tripati","Foraminifera","Globigerinoides","ruber","Globigerinoides","ruber","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","JL15","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.592,0.004,26.5688,11.13197006,0.01872,0.001,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"141","in prep","Tripati","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","A14_12","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.611,0.023,28.4026,10.99699039,0.02122,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"142","in prep","Tripati","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","FC12D","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",6,0.593,0.006,26.1533,11.16289885,0.02119,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"143","in prep","Tripati","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","FC12E","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.585,0.005,24.5083,11.28662266,0.02214,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"144","in prep","Tripati","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","JL29","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.593,0.007,25.053,11.24542785,0.02192,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"145","in prep","Tripati","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","JL22","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",7,0.623,0.009,23.235,11.38380792,0.02113,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"146","in prep","Tripati","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","JL23","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",5,0.609,0.013,17.3781,11.84741802,0.02139,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"147","in prep","Tripati","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","JL26","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",6,0.629,0.012,19.1544,11.70386475,0.02112,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"148","in prep","Tripati","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","JL27","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.615,0.014,24.3449,11.29902449,0.02083,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"149","in prep","Tripati","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","G sacculifer_t 1614m","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",11,0.6,0.006,26.0528,11.17039918,0.02063,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"150","in prep","Tripati","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","G sacculifer 1616m","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",9,0.586,0.008,26.4341,11.1419827,0.0212,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"151","in prep","Tripati","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","G sacculifer_t 2015m","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.575,0.004,24.964,11.25214335,0.0221,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"152","in prep","Tripati","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","FC51A_calcite","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",20,0.594,0.005,26.1341,11.16433117,0.02084,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"153","in prep","Tripati","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","G sacculifer_t 2445m","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",5,0.574,0.011,25.9292,11.17963384,0.02109,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"154","in prep","Tripati","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","G sacculifer 2965","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",5,0.595,0.009,25.3031,11.22658869,0.02086,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"155","in prep","Tripati","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","G sacculifer_t 3160m","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",6,0.582,0.012,25.6426,11.20109099,0.02109,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"156","in prep","Tripati","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","JL16","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.581,0.015,26.1829,11.16069124,0.02105,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"157","in prep","Tripati","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","JL17","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.569,0.01,26.3369,11.14921625,0.02128,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"158","in prep","Tripati","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","JL19","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",5,0.633,0.007,9.2559,12.53869876,0.02197,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"159","in prep","Tripati","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","FC02A_calcite","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",8,0.608,0.005,22.9213,11.40794395,0.02101,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"160","in prep","Tripati","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","A14_11","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.587,0.006,28.066,11.02158174,0.02099,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"161","in prep","Tripati","Foraminifera","Globigerinoides","sacculifer","Globigerinoides","sacculifer","1 Open ocean mixed-layer tropical/subtropical with symbionts","Aze et al 2011","FC01C3_calcite","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",7,0.586,0.008,24.2396,11.30702745,0.02079,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"162","in prep","Tripati","Foraminifera","Neogloboquadrina","pachyderma","Neogloboquadrina","pachyderma","5 High-latitude","Aze et al 2011","FC27F_calcite","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",10,0.636,0.007,13.039,12.20939448,0.021,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"163","in prep","Tripati","Foraminifera","Neogloboquadrina","pachyderma","Neogloboquadrina","pachyderma","5 High-latitude","Aze et al 2011","JL31","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.668,0.002,2.048,13.20411972,0.02125,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"164","in prep","Tripati","Foraminifera","Pulleniatina","obliquiloculata","Pulleniatina","obliquiloculata","3 Open ocean thermocline","Aze et al 2011","A14_16","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.579,0.024,23.474,11.36547068,0.02248,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"165","in prep","Tripati","Foraminifera","Pulleniatina","obliquiloculata","Pulleniatina","obliquiloculata","3 Open ocean thermocline","Aze et al 2011","E035_8","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",5,0.616,0.011,23.848,11.33686436,0.02249,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"166","in prep","Tripati","Foraminifera","Pulleniatina","obliquiloculata","Pulleniatina","obliquiloculata","3 Open ocean thermocline","Aze et al 2011","P obliq_t 1614m","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",7,0.561,0.005,22.487,11.44148582,0.02224,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"167","in prep","Tripati","Foraminifera","Pulleniatina","obliquiloculata","Pulleniatina","obliquiloculata","3 Open ocean thermocline","Aze et al 2011","P obli 1616m","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.599,0.01,22.969,11.40426898,0.02289,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"168","in prep","Tripati","Foraminifera","Pulleniatina","obliquiloculata","Pulleniatina","obliquiloculata","3 Open ocean thermocline","Aze et al 2011","P obliq_t 2015m","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",5,0.573,0.012,23.784,11.34175189,0.02104,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"169","in prep","Tripati","Foraminifera","Pulleniatina","obliquiloculata","Pulleniatina","obliquiloculata","3 Open ocean thermocline","Aze et al 2011","P obliq_t 2445m","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",6,0.571,0.015,21.949,11.48324219,0.02224,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"170","in prep","Tripati","Foraminifera","Pulleniatina","obliquiloculata","Pulleniatina","obliquiloculata","3 Open ocean thermocline","Aze et al 2011","P obli 2954m","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",5,0.585,0.003,21.344,11.53047234,0.02261,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"171","in prep","Tripati","Foraminifera","Pulleniatina","obliquiloculata","Pulleniatina","obliquiloculata","3 Open ocean thermocline","Aze et al 2011","P obli 2965m","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",6,0.598,0.009,21.61,11.50967086,0.02259,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"172","in prep","Tripati","Foraminifera","Pulleniatina","obliquiloculata","Pulleniatina","obliquiloculata","3 Open ocean thermocline","Aze et al 2011","P obliq_t 3160m","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",15,0.608,0.008,22.458,11.44373082,0.0226,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"173","in prep","Tripati","Foraminifera","Pulleniatina","obliquiloculata","Pulleniatina","obliquiloculata","3 Open ocean thermocline","Aze et al 2011","P obli_t 3411 C","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",13,0.613,0.009,21.506,11.51779706,0.02273,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"174","in prep","Tripati","Foraminifera","Pulleniatina","obliquiloculata","Pulleniatina","obliquiloculata","3 Open ocean thermocline","Aze et al 2011","FC50A_calcite","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",7,0.572,0.005,21.743,11.49929122,0.02114,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"175","in prep","Tripati","Foraminifera","Pulleniatina","obliquiloculata","Pulleniatina","obliquiloculata","3 Open ocean thermocline","Aze et al 2011","P obliq_t 3711m","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",5,0.582,0.014,20.339,11.60957558,0.0223,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"176","in prep","Tripati","Foraminifera","Pulleniatina","obliquiloculata","Pulleniatina","obliquiloculata","3 Open ocean thermocline","Aze et al 2011","FC53A_calcite","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",8,0.597,0.008,20.488,11.59779653,0.02232,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"177","in prep","Tripati","Foraminifera","Pulleniatina","obliquiloculata","Pulleniatina","obliquiloculata","3 Open ocean thermocline","Aze et al 2011","P obli 4025m","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.595,0.008,19.592,11.66890029,0.02249,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"178","in prep","Tripati","Foraminifera","Pulleniatina","obliquiloculata","Pulleniatina","obliquiloculata","3 Open ocean thermocline","Aze et al 2011","P obli_t 4341m C","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",6,0.61,0.013,21.351,11.52992421,0.02246,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"179","in prep","Tripati","Foraminifera","Pulleniatina","obliquiloculata","Pulleniatina","obliquiloculata","3 Open ocean thermocline","Aze et al 2011","P obli_t 4438m C","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",9,0.587,0.011,20.609,11.58824418,0.0219,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"180","in prep","Tripati","Foraminifera","Pulleniatina","obliquiloculata","Pulleniatina","obliquiloculata","3 Open ocean thermocline","Aze et al 2011","WP7_24","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.619,0.004,22.567,11.43529616,0.02231,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"181","in prep","Tripati","Foraminifera","Globoconella","inflata","Globoconella","inflata","3 Open ocean thermocline","Aze et al 2011","FC20F","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",11,0.643,0.008,11.769,12.31848154,0.02215,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"182","in prep","Tripati","Foraminifera","Globoconella","inflata","Globoconella","inflata","3 Open ocean thermocline","Aze et al 2011","FC20G_calcite","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",5,0.629,0.009,11.676,12.3265272,0.02245,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"183","in prep","Tripati","Foraminifera","Globoconella","inflata","Globoconella","inflata","3 Open ocean thermocline","Aze et al 2011","JL6","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",6,0.641,0.008,13.725,12.151072,0.02222,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"184","in prep","Tripati","Foraminifera","Neogloboquadrina","dutertrei","Neogloboquadrina","dutertrei","3 Open ocean thermocline","Aze et al 2011","FC12F_calcite","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",8,0.605,0.009,22.825,11.41536866,0.02231,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"185","in prep","Tripati","Foraminifera","Neogloboquadrina","dutertrei","Neogloboquadrina","dutertrei","3 Open ocean thermocline","Aze et al 2011","JL11","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.594,0.009,17.726,11.81909494,0.02263,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"186","in prep","Tripati","Foraminifera","Neogloboquadrina","dutertrei","Neogloboquadrina","dutertrei","3 Open ocean thermocline","Aze et al 2011","JL13","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",5,0.612,0.007,17.198,11.86212025,0.02218,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"187","in prep","Tripati","Foraminifera","Neogloboquadrina","dutertrei","Neogloboquadrina","dutertrei","3 Open ocean thermocline","Aze et al 2011","WP7_22","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.602,0.01,19.187,11.70125458,0.02193,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"188","in prep","Tripati","Foraminifera","Orbulina","universa","Orbulina","universa","4 Open ocean sub-thermocline","Aze et al 2011","FC20A_calcite","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",5,0.606,0.016,13.075,12.20632339,0.02247,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"189","in prep","Tripati","Foraminifera","Orbulina","universa","Orbulina","universa","4 Open ocean sub-thermocline","Aze et al 2011","FC12_calcite","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.599,0.004,23.193,11.38703495,0.02211,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"190","in prep","Tripati","Foraminifera","Globorotalia","menardii","Globorotalia","menardii","3 Open ocean thermocline","Aze et al 2011","A14_10","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.59,0.002,20.303,11.61242421,0.02221,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"191","in prep","Tripati","Foraminifera","Globorotalia","menardii","Globorotalia","menardii","3 Open ocean thermocline","Aze et al 2011","A14_9","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",5,0.622,0.022,19.837,11.64939304,0.0222,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"192","in prep","Tripati","Foraminifera","Globorotalia","menardii","Globorotalia","menardii","3 Open ocean thermocline","Aze et al 2011","FC13A_calcite","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",8,0.587,0.008,20.286,11.61376976,0.02256,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"193","in prep","Tripati","Foraminifera","Globorotalia","menardii","Globorotalia","menardii","3 Open ocean thermocline","Aze et al 2011","WP7_17","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.605,0.008,18.486,11.75757436,0.02224,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"194","in prep","Tripati","Foraminifera","Globorotalia","tumida","Globorotalia","tumida","3 Open ocean thermocline","Aze et al 2011","G tumida 1614m","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",5,0.598,0.005,18.751,11.73623601,0.02234,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"195","in prep","Tripati","Foraminifera","Globorotalia","tumida","Globorotalia","tumida","3 Open ocean thermocline","Aze et al 2011","G tumida _t 2015m","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",6,0.585,0.007,19.95,11.6404123,0.02232,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"196","in prep","Tripati","Foraminifera","Globorotalia","tumida","Globorotalia","tumida","3 Open ocean thermocline","Aze et al 2011","G tumida_t 2445m","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",5,0.579,0.019,20.295,11.61305738,0.02214,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"197","in prep","Tripati","Foraminifera","Globorotalia","tumida","Globorotalia","tumida","3 Open ocean thermocline","Aze et al 2011","G tumida 2959m","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",3,0.631,0.007,18.709,11.73961406,0.02236,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
"198","in prep","Tripati","Foraminifera","Globorotalia","tumida","Globorotalia","tumida","3 Open ocean thermocline","Aze et al 2011","G tumida_t 3160m","C","UCLATripati","Foraminifera",2,2,"Natural","NonMollusk","Non-lake","NonCorals",4,0.573,0.005,19.507,11.67567956,0.02252,0.002,NA,NA,"70","","","ICDES","Small","Forams","Planktic"
